,text,vector,metadata
0,"Copyright © 2025 Amazon Web Services, Inc. and/or its affiliates. All rights reserved.
Amazon's trademarks and trade dress may not be used in connection with any product or service that is not Amazon's, in any manner that is likely to cause contusion among customers, or in any manner that disparages or discredits Amazon. All other trademarks not owned by Amazon are the property of their respective owners, who may or may not be affiliated with, connected to, or sponsored by Amazon.","[-6.55228645e-02 -2.52070129e-02 -1.53352255e-02 -5.74472323e-02
  7.18298256e-02  1.02976765e-02  1.71556920e-02 -7.62360245e-02
  1.07016049e-01 -3.10587194e-02  2.61613280e-02  5.01315035e-02
  5.80219962e-02 -3.82886566e-02  6.37825057e-02 -7.90100247e-02
  4.72590104e-02 -2.46066842e-02 -6.42482042e-02 -4.40613590e-02
  3.63929057e-03  5.70770800e-02 -3.64912562e-02  9.63799655e-02
 -8.61998647e-02 -2.45448872e-02 -3.52320373e-02  7.89962336e-02
 -1.10163419e-02 -9.41653773e-02 -1.82678774e-02 -4.04309519e-02
  2.97583565e-02  4.86736111e-02 -6.13871440e-02  1.87967380e-03
 -5.31883165e-02 -9.57481042e-02  6.26721000e-03  2.71468051e-02
 -8.68019462e-03 -9.49633569e-02 -1.09660871e-01  5.22919074e-02
  1.59641393e-02  3.01985741e-02  4.60460857e-02  7.99739659e-02
  6.38536643e-04  9.37773883e-02 -3.04473266e-02 -2.22904552e-02
 -1.34799229e-02 -5.48152663e-02  1.02925231e-03 -1.21050701e-02
 -2.31638011e-02 -3.61917578e-02  2.44746879e-02 -2.37240698e-02
  2.66713109e-02 -6.64501786e-02  3.62451412e-02  8.32802430e-02
  1.31676011e-02  2.00654231e-02 -4.30275649e-02  7.03094378e-02
 -8.97399858e-02 -3.17266583e-02  2.31562951e-03 -6.55457973e-02
  6.26546443e-02  2.02505931e-01 -8.59751599e-04  5.18187247e-02
  1.11602023e-01 -5.63170351e-02 -4.42297496e-02  1.54040763e-02
 -1.08257949e-01 -5.84935546e-02 -3.32614072e-02  1.57989748e-02
 -7.49717578e-02  1.87783409e-02  3.95594165e-02 -4.90410775e-02
  1.79191642e-02 -6.92370236e-02 -4.72813211e-02 -5.32909445e-02
  1.15209781e-01 -3.73193547e-02 -9.98258963e-02 -2.22971346e-02
 -6.65761977e-02 -2.09608227e-02 -3.79675776e-02 -6.61518471e-03
  4.63298941e-03  2.11877041e-02 -3.06996983e-02 -3.04674525e-02
  1.70909110e-02 -5.42081967e-02 -4.00768919e-03  7.51027912e-02
  6.63235188e-02 -2.47695539e-02 -5.08116670e-02 -4.13728394e-02
 -2.23705731e-02  3.29293758e-02  5.57639357e-03 -2.75791287e-02
 -5.29461689e-02 -5.06610274e-02  1.11400090e-01 -1.82544757e-02
  1.92037132e-02  3.95360142e-02  4.84827794e-02 -9.70999077e-02
 -5.54617606e-02 -5.83255962e-02 -1.38625456e-02  5.84454873e-34
 -5.09258695e-02  5.60283735e-02  8.00704211e-03 -3.00438125e-02
  6.80073127e-02 -3.07987817e-03 -4.89816554e-02  6.57260269e-02
 -5.75807057e-02  5.22920080e-02 -5.19963633e-03  9.68489610e-03
 -3.83333229e-02  1.40980063e-02  1.47080095e-02  1.35526329e-01
  3.48354504e-02 -4.88549508e-02  2.67603602e-02  3.78523692e-02
 -4.69966326e-03  3.76471914e-02 -2.22177599e-02  7.61789680e-02
 -8.56835470e-02 -1.29045835e-02  2.00303383e-02 -4.53276793e-03
  6.63346946e-02  3.78126539e-02  5.61630465e-02 -8.15872923e-02
  3.05996463e-02 -4.94126529e-02 -4.18617092e-02 -1.43121397e-02
 -2.36310698e-02  5.45821805e-03  1.36015220e-02  4.63762470e-02
 -1.76030956e-02 -2.70701945e-02 -8.61718431e-02  8.52023885e-02
 -3.59226242e-02  4.05059792e-02  6.25666529e-02  2.38589142e-02
  3.85384597e-02  6.74290359e-02 -1.10322339e-02 -2.55681830e-03
  6.54943958e-02 -3.72317433e-02  2.36503556e-02 -8.45378116e-02
 -5.38915880e-02 -3.11782062e-02  1.16860950e-02 -3.97250466e-02
 -2.88766548e-02 -2.90572438e-02  4.97064106e-02 -1.33018079e-03
 -1.61841586e-02  3.39687951e-02  1.26047134e-01  1.89244375e-02
 -7.67396390e-02 -1.01134647e-02  5.76537894e-03  5.13456054e-02
  3.59607227e-02  7.54766911e-02 -1.66813601e-02 -6.85990751e-02
 -1.66984946e-02  5.39080128e-02  8.69419798e-02  1.13373585e-02
 -3.90013978e-02  4.20341119e-02  6.21616095e-02  3.62211689e-02
 -4.15448621e-02 -4.19562794e-02 -2.41579791e-03 -2.82799359e-02
 -3.88777144e-02  2.44264007e-02  3.81452851e-02  1.21817188e-02
 -5.99998012e-02  3.76360118e-02  1.20427273e-02 -4.01969587e-33
  5.93736256e-03 -2.44072787e-02 -2.53905784e-02  9.20366347e-02
 -2.97797527e-02 -6.37969002e-03  3.97079857e-03  4.84111160e-02
 -2.00442411e-02  7.10868789e-03  3.48879173e-02  1.09560164e-02
 -1.04660533e-01 -7.26440921e-02  1.74173191e-02 -3.55384462e-02
  5.50131015e-02 -1.79870911e-02 -2.53120121e-02 -4.77768518e-02
  2.23493427e-02 -9.61456746e-02 -2.67185196e-02 -1.59835387e-02
  2.15656068e-02  9.07708891e-03  6.87595177e-03 -3.26198451e-02
 -1.14235571e-02 -4.90552979e-03  5.12359403e-02  2.95919795e-02
 -5.77029884e-02  5.53502701e-02 -4.17932980e-02 -1.76957995e-02
 -3.05107385e-02  5.50664291e-02  2.30819024e-02 -5.18471338e-02
  4.31539156e-02 -1.98427811e-02  4.35076244e-02  4.87386696e-02
 -9.47164278e-03 -9.96352881e-02 -5.33965081e-02 -7.28253126e-02
  8.50737393e-02  3.88705283e-02 -3.01216785e-02 -8.52993410e-03
  2.13956255e-02 -2.47081462e-02 -7.83536434e-02  9.36636180e-02
 -7.26290494e-02  9.98382419e-02  3.24541479e-02  2.04009074e-03
  3.75693813e-02  3.61429271e-03 -2.54159421e-02 -2.89556142e-02
 -5.86824119e-02 -2.76121292e-02  1.01963673e-02  1.00122318e-01
 -6.68733567e-03  6.29483312e-02  5.62466346e-02 -5.10854423e-02
 -7.28738382e-02 -5.82500808e-02 -1.11825734e-01  1.54901603e-02
  5.18403761e-02 -4.72158147e-03 -6.35974854e-02  3.46444710e-03
  3.95651646e-02 -1.00150369e-02  5.41961789e-02  7.92588070e-02
  3.74440067e-02  6.20179139e-02 -5.46732955e-02  6.36135265e-02
 -4.28094380e-02 -1.51411779e-02 -3.28176804e-02  3.63641195e-02
 -5.97665831e-02  4.20322791e-02 -4.00866419e-02 -5.42297514e-08
  5.64977750e-02 -3.46585773e-02  7.85497203e-02  7.23679066e-02
 -1.30846556e-02  6.71877936e-02 -2.81710885e-02 -1.64422616e-02
  2.49553472e-02  7.71243274e-02 -4.24984423e-03 -6.52580783e-02
 -1.35032043e-01  4.53423671e-02 -4.80621010e-02  1.86972041e-02
 -2.52817422e-02  1.86948981e-02  2.82122958e-02  2.20793691e-02
 -1.22886203e-01  2.67622303e-02  3.13507244e-02 -9.63245332e-02
 -1.94544084e-02  2.54004672e-02  1.54707283e-02 -9.28616896e-03
 -3.87616502e-03  1.70457307e-02  1.45865940e-02  1.39910653e-02
 -1.07440474e-02 -3.86613943e-02  3.16905323e-03 -1.03527255e-01
 -2.70246919e-02 -2.48128548e-03 -4.21968549e-02 -3.52395400e-02
  1.35626923e-03  6.51121605e-03 -2.19078641e-02  2.86422782e-02
  9.42333192e-02 -5.51498588e-03  4.00915742e-02  1.50898267e-02
 -8.41432158e-03  1.67856384e-02  3.20342020e-04 -9.94472802e-02
  1.12418570e-02  6.43022880e-02 -9.76454839e-03 -5.48223183e-02
  5.47871590e-02 -3.43569033e-02  4.72553521e-02  1.01405412e-01
  3.13198753e-02 -1.05539873e-01  2.26849690e-02 -1.38358511e-02]","{'filename': 'aws.pdf', 'page_numbers': array([2]), 'title': 'Overview of Amazon Web Services: AWS Whitepaper'}"
1,"Abstract and introduction ............................................................................................................... 1, 1 = . Introduction ..................................................................................................................................................., 1 = 1. What is cloud computing? .............................................................................................................., 1 = 2. Six advantages of cloud computing ..............................................................................................., 1 = 3. Types of cloud computing","[-3.79902534e-02 -3.52030173e-02  2.30252184e-02 -1.12359840e-02
 -6.97572231e-02  1.42892515e-02  2.67342851e-02  1.09433025e-01
 -9.41720977e-03  1.24633638e-03  2.84369830e-02 -5.78407459e-02
  5.23008965e-02  4.02181447e-02 -1.04922652e-02 -2.14622412e-02
 -2.27776058e-02 -2.78753955e-02 -5.17095961e-02  2.26993877e-02
  6.65956661e-02  2.10976843e-02 -1.28200622e-02 -2.11825352e-02
 -2.70778239e-02 -5.24483025e-02  4.52100411e-02  1.32365637e-02
  1.01115242e-01 -5.88856591e-03 -3.37655860e-04  7.43202791e-02
  7.91874677e-02 -6.43942459e-03  3.76570644e-03  2.38061976e-02
 -4.08839099e-02 -5.48649486e-03 -5.22616357e-02  1.50086004e-02
  1.14800045e-02 -5.59448414e-02  4.49260026e-02 -3.82180922e-02
 -1.28403213e-02 -4.34807949e-02 -2.61247903e-02  9.00446065e-03
 -3.57788801e-02 -5.71187623e-02 -7.02652931e-02  2.03816202e-02
 -6.91534206e-02  4.18396387e-03  4.09960486e-02 -1.01020299e-01
 -1.18863784e-01 -4.40042466e-02 -3.22036408e-02 -1.84772559e-03
 -3.18398103e-02  3.43729593e-02  1.24758901e-03  1.74661800e-02
  1.34439275e-01  1.74087156e-02 -4.26277854e-02 -3.62490118e-02
 -4.52208566e-03  5.80811352e-02 -5.29996008e-02 -3.37384157e-02
 -9.20510516e-02  5.34966886e-02 -2.93079633e-02  9.28343274e-03
 -5.33177443e-02  1.80683378e-02 -4.55400720e-02 -1.35825127e-01
  2.66633239e-02 -2.31064390e-02  7.97407404e-02 -2.67691561e-03
 -4.26105186e-02 -5.54763107e-03  2.61374377e-02 -3.08326054e-02
 -7.17502534e-02  4.18873038e-03  3.98471579e-02 -1.74326021e-02
  1.16493925e-02  4.69078682e-02  6.85174614e-02  6.08087443e-02
 -1.42042860e-02 -2.83136740e-02  7.35693201e-02 -1.59719083e-02
  1.02222245e-02  1.43120307e-02 -3.09302844e-02 -1.39515139e-02
 -9.40727517e-02 -5.54705597e-02 -4.09193672e-02 -5.93781583e-02
 -2.18739565e-02 -3.07577103e-03 -3.90257947e-02 -7.06223473e-02
 -6.19893298e-02 -4.06581834e-02 -2.70396173e-02 -5.58914691e-02
  2.38652993e-02  8.32524151e-02  7.31013715e-02 -1.54764776e-03
  5.07787280e-02 -9.96705145e-03  1.49278827e-02  3.19184624e-02
 -4.63026948e-03 -6.92900866e-02 -1.03165910e-01 -1.13289598e-32
 -1.67487953e-02 -5.18030599e-02  4.43038112e-03  9.93132219e-02
 -4.53158207e-02  7.93768791e-04 -3.25621851e-02 -3.76722105e-02
 -2.03649048e-03 -2.39908160e-03 -2.88663134e-02 -2.91833677e-03
  3.23258787e-02  5.73283583e-02 -7.71199539e-02 -4.53508133e-03
  1.14541082e-03  3.14938538e-02 -6.26379773e-02 -8.95731002e-02
 -7.54713640e-02  1.99378915e-02 -2.03322386e-03 -1.83870923e-02
 -2.96867210e-02  3.04490756e-02 -2.66552879e-03 -3.58118080e-02
 -6.38659373e-02 -3.63764651e-02  8.50860104e-02  4.53792959e-02
 -1.17454037e-01  2.06806418e-03  2.79224198e-02 -8.01789574e-03
  3.19657624e-02 -5.80922477e-02  6.10352419e-02  2.54107807e-02
 -4.03564349e-02  3.55775803e-02  3.27071734e-02 -8.45099837e-02
  1.19103923e-01  4.81977649e-02 -6.65103644e-02  3.14753223e-03
 -1.17943034e-01 -3.19974916e-03 -8.83521512e-02  1.87540501e-02
  2.07581818e-02 -8.12208727e-02  2.80092973e-02 -2.07002666e-02
  7.80224055e-03  1.54044144e-02 -1.00663260e-01  5.50065376e-02
 -1.26495168e-01  6.13609366e-02 -1.06522709e-01  1.32671650e-02
 -1.40058929e-02  4.74865809e-02 -1.22103326e-01 -4.34682369e-02
  8.16023257e-03 -6.75279554e-03 -3.18009444e-02 -2.21358594e-02
 -5.14259599e-02  8.65803473e-03  4.38253731e-02 -3.10003553e-02
  7.12101758e-02 -1.19456192e-02 -2.06285156e-02  6.30367771e-02
 -4.41162735e-02 -1.42245656e-02 -6.04597330e-02 -6.71883747e-02
 -1.64094314e-01  1.68150607e-02 -3.38478945e-04 -7.65766054e-02
  2.31382786e-03 -1.33471256e-02 -2.54085883e-02 -3.98346521e-02
  4.32818234e-02 -5.76461665e-04  2.24974174e-02 -2.01333787e-33
 -2.01636013e-02  1.30260307e-02 -4.16276455e-02 -6.54790774e-02
  6.35956740e-03  4.70703058e-02 -2.49495581e-02  4.26841481e-03
  4.04445417e-02  4.75863606e-04  8.13841522e-02  7.15906695e-02
  1.65338498e-02 -9.82683375e-02 -2.15996727e-02 -6.58283904e-02
  2.21199058e-02  1.16835110e-01 -4.62539047e-02  5.92179783e-03
  8.53650621e-04  7.12872818e-02 -6.13504574e-02 -7.58986641e-03
 -5.43371961e-02  2.73387367e-03 -4.11037318e-02  6.44693943e-03
  7.85531593e-04  8.25468898e-02 -6.27715811e-02 -5.63148037e-02
 -4.29683849e-02 -3.32750417e-02 -1.56204458e-02 -8.42951015e-02
  1.69974528e-02 -2.96638291e-02  3.35799456e-02 -2.75232848e-02
  1.14525100e-02  3.33158411e-02  6.64225891e-02 -4.02924269e-02
  2.01185662e-02 -5.75074181e-02  7.91799948e-02  1.08316960e-02
 -1.58649743e-01 -3.91566269e-02 -2.64813215e-03  4.35365327e-02
 -3.99561413e-02 -1.47102371e-01 -7.28334021e-03  3.63882855e-02
  4.79143597e-02 -2.11325772e-02 -1.08149042e-02 -2.51308046e-02
  4.12263870e-02  2.34319903e-02 -1.61304455e-02  1.01814367e-01
 -5.49826398e-02 -2.52377558e-02 -8.67360160e-02  6.23218752e-02
 -1.73757952e-02  3.73308198e-03  3.40095386e-02 -6.29943013e-02
 -3.27957496e-02  1.56657249e-02  3.44290733e-02 -5.15071629e-03
 -5.14002927e-02 -5.37784696e-02 -1.82924364e-02 -3.51154096e-02
 -6.85571581e-02  5.69938123e-02 -3.93388569e-02 -1.87389553e-02
  2.45761536e-02 -7.03920722e-02  4.84333336e-02  4.58918698e-02
 -5.49203542e-04  4.27211076e-02 -6.60051927e-02  2.90360535e-03
 -3.75099108e-02  6.40891194e-02  4.62290235e-02 -5.28782955e-08
 -1.44526185e-02 -5.18468134e-02  5.57932332e-02 -2.85958741e-02
  1.64610445e-02  2.97643710e-02  4.12622951e-02 -6.47591706e-03
 -2.74377521e-02  2.25771423e-02 -5.88528626e-02  1.18981861e-01
 -3.99694145e-02  1.27011493e-01  2.19952711e-03  3.68415974e-02
 -2.44274363e-02 -4.98171225e-02 -7.08435327e-02 -3.16191502e-02
  3.60233560e-02 -4.07773145e-02 -3.58174108e-02 -6.58515617e-02
 -6.20744266e-02 -5.00364508e-03 -5.64481914e-02 -2.93462276e-02
 -8.07301849e-02  1.59356575e-02  2.89309807e-02  4.78395037e-02
  5.82067557e-02 -1.26200262e-02 -4.13124729e-03  7.45793954e-02
  7.91055560e-02  2.04212610e-02 -1.05039403e-01 -4.51782793e-02
 -2.12725252e-02 -1.02399208e-01  1.15072653e-02  3.25013921e-02
  2.78438311e-02  2.85059679e-03 -7.34530687e-02 -2.00522374e-02
 -8.84194896e-02 -1.58564094e-02 -7.77333751e-02 -4.37218510e-03
  1.56983361e-02 -8.85531902e-02 -5.30098006e-02 -2.21008062e-02
 -4.06821258e-02  3.84199545e-02  4.25261222e-02 -5.84407374e-02
 -1.93060189e-02  6.36279434e-02  8.81152451e-02  2.20980439e-02]","{'filename': 'aws.pdf', 'page_numbers': array([3]), 'title': 'Overview of Amazon Web Services: AWS Whitepaper'}"
2,".............................................................................................................., 1 = 4. Deployment models ....................................................................................................................................., 1 = 4. Cloud .........................................................................................................................................................., 1 = 4. Private cloud (on-premises)","[-2.31969971e-02 -6.04714416e-02 -3.80744301e-02 -7.04264119e-02
 -3.62677649e-02 -8.91199522e-03 -3.65533084e-02  8.39250013e-02
 -7.40626156e-02  6.37597451e-03  3.84354852e-02 -6.47192001e-02
  8.69304538e-02  4.18353677e-02 -1.14803882e-02  7.81243220e-02
  2.60216221e-02 -7.54844770e-02 -1.11457422e-01 -2.54694675e-03
  3.70310359e-02 -3.55954841e-02 -4.01965827e-02 -4.74486537e-02
 -4.82822768e-02 -9.47249606e-02  2.91125663e-02  5.80947623e-02
 -1.58919990e-02 -2.04323046e-02 -2.85907816e-02  8.32333863e-02
 -4.96259145e-03 -1.93666760e-02  4.28401344e-02 -2.32132673e-02
 -2.74810176e-02 -1.48211531e-02 -7.67072514e-02  6.14878768e-03
 -6.24542823e-03 -9.15043205e-02  3.36737148e-02 -1.14284484e-02
  8.57520197e-03 -9.01029333e-02 -8.47163722e-02 -2.23854333e-02
  4.17313725e-02 -4.53585908e-02 -1.55481044e-02 -4.18719836e-02
 -5.32731116e-02  2.55690999e-02 -8.46505724e-03 -1.43702149e-01
 -1.06338345e-01 -6.12076968e-02 -4.30169329e-02  6.25286475e-02
  5.89238713e-03  3.12877148e-02 -1.09949009e-02  2.56144609e-02
  1.43460101e-02  6.91431686e-02 -6.77378327e-02 -9.87102017e-02
  5.18186903e-03 -4.88352291e-02 -1.25569804e-02 -6.18900545e-02
 -4.60583903e-02 -7.60635510e-02 -3.31992656e-02 -2.18497626e-02
  4.17939983e-02  1.09538309e-01  6.63238242e-02 -1.16068222e-01
 -2.45192740e-02 -1.75060704e-02 -2.70047262e-02 -1.66564696e-02
 -2.85280123e-02 -3.41458619e-02  3.85286920e-02 -1.79285351e-02
  1.82449613e-02  1.02592455e-02  1.47449682e-02 -1.45331351e-02
  8.26731175e-02  2.70886738e-02 -2.07580607e-02  8.58591720e-02
  9.88642965e-03  3.93450111e-02 -1.12310192e-02  2.60587893e-02
 -1.61820948e-02 -5.42026050e-02 -2.81052403e-02  1.86258219e-02
 -1.02235824e-01 -1.58760268e-02  1.57392528e-02  5.63362017e-02
 -3.23551446e-02 -8.97966474e-02 -9.13462937e-02  3.19545642e-02
 -9.71686170e-02 -1.00097992e-01 -4.21214662e-02 -2.82221474e-03
 -3.70618701e-02  2.30947658e-02  4.09022011e-02 -3.72680067e-03
  5.06559908e-02 -2.11774353e-02  7.45672211e-02 -5.13327904e-02
  3.83874588e-02 -1.96268037e-02 -4.87282127e-02 -1.20822004e-32
 -3.14801969e-02  1.03611108e-02 -4.02902588e-02  7.93932900e-02
  6.05801530e-02  2.90578194e-02 -8.67679268e-02 -3.67273204e-03
  3.82978581e-02 -5.20735048e-02 -5.42445108e-02 -2.45870519e-02
  1.07896579e-02 -2.21397635e-02  3.71380039e-02 -1.06827497e-01
  4.46950942e-02  1.34033754e-01 -4.12135534e-02 -3.89781296e-02
 -3.14356983e-02 -4.96058501e-02 -4.55418937e-02  8.87730159e-03
  1.16192602e-01  1.00058675e-01  2.02870984e-02  4.41927090e-02
 -5.53066172e-02  2.85160057e-02  6.49245232e-02  5.59162870e-02
 -6.83804005e-02 -2.26222202e-02 -4.12281305e-02  8.78159795e-03
 -5.22458293e-02 -8.94638151e-02  2.28496604e-02  3.24111171e-02
 -7.16154426e-02  3.06261703e-02 -1.03047760e-02 -2.56628674e-02
  4.47245911e-02 -4.50616293e-02  4.81476728e-03 -3.15308804e-03
  2.36082450e-02  1.14546483e-02 -8.59716535e-02  2.37570237e-02
 -1.75359622e-02 -5.29999956e-02  4.76328991e-02  1.16494568e-02
  6.13381378e-02 -8.87638889e-03 -6.12885877e-03  4.17372808e-02
 -4.41373922e-02 -4.03930359e-02 -1.02508515e-01 -1.83760393e-02
  6.92563578e-02  4.32485305e-02 -1.49895670e-02 -1.07297115e-01
 -1.62779968e-02 -1.17204459e-02 -4.08846289e-02 -4.62420247e-02
  3.27049196e-02 -4.85125333e-02 -2.16723233e-02 -5.86016439e-02
  1.40597764e-02  2.12661568e-02 -3.05451918e-02  8.98711458e-02
 -7.33678639e-02  6.27720356e-02 -5.94439767e-02 -4.89382632e-02
  1.74872279e-02 -1.15183117e-02  4.28378098e-02 -2.28345208e-02
 -6.95445463e-02  6.01450773e-03 -1.40277250e-02 -2.30870526e-02
 -4.25283834e-02 -1.30312890e-02  2.77260207e-02 -5.91880462e-34
 -9.76039618e-02  8.11748393e-03 -4.00806889e-02  7.63084367e-03
  8.33162814e-02 -1.96918612e-03  3.99283506e-02  6.65332079e-02
  2.54301354e-02  1.35695899e-03  4.42027822e-02  5.18769100e-02
  3.05558788e-03 -5.86718991e-02 -6.50512278e-02 -9.98714194e-03
  1.35873491e-02 -5.47989644e-02 -3.46194282e-02  2.48192791e-02
 -1.37263886e-03  5.53687848e-02 -7.60318339e-02  5.10718785e-02
 -1.86203327e-02 -2.64281295e-02 -6.81839064e-02 -1.71145279e-04
 -3.78736444e-02 -2.99242381e-02 -4.84300293e-02 -6.19264022e-02
 -8.10212865e-02 -1.18956855e-03 -5.55613711e-02 -1.35743797e-01
  5.61714061e-02  5.14309928e-02 -2.39766520e-02  8.20549484e-03
  7.72068501e-02 -4.46909256e-02 -2.65938602e-02  5.99528365e-02
 -9.62699428e-02 -1.63154360e-02  5.87417781e-02 -1.92218684e-02
 -1.84391276e-03 -4.57069054e-02  3.44133899e-02 -1.84173733e-02
 -7.90003762e-02 -3.19486633e-02 -4.15090322e-02 -1.25557336e-03
  3.17199826e-02  2.03494988e-02 -5.65915331e-02 -3.10162008e-02
  7.70630985e-02 -3.85094956e-02  6.88852444e-02  9.05100927e-02
 -2.58840416e-02 -2.65970584e-02 -3.38354893e-02  4.92663831e-02
 -1.19651616e-01  5.36776520e-02 -2.88625360e-02 -7.06200004e-02
 -6.88482309e-03 -3.85883674e-02  4.00085188e-02 -7.47712478e-02
 -9.07519311e-02 -2.32421211e-03  3.89234759e-02 -1.18948864e-02
 -1.03532664e-01  2.83031110e-02 -2.77775265e-02 -4.45478410e-02
  3.99635024e-02 -1.56229928e-01  8.25462714e-02  6.45372970e-03
 -3.31585482e-03  3.52628753e-02 -1.08783878e-01  6.27813628e-03
 -1.96487438e-02  4.74321246e-02 -2.23627910e-02 -6.25533687e-08
 -9.62580740e-03  5.13981692e-02  3.50795388e-02 -1.01512680e-02
  2.07860135e-02 -2.79945601e-02 -1.77890733e-02  4.26547676e-02
 -7.81864580e-03  4.30296697e-02  1.15604140e-02  6.24991581e-02
 -3.02499998e-02  9.10174698e-02  2.25305855e-02 -3.55395414e-02
 -2.98828855e-02  8.56850203e-03 -8.45729187e-02 -1.00160681e-01
 -3.09711546e-02 -2.58102864e-02 -6.89661829e-03 -1.88287534e-02
  7.65588209e-02  1.20766247e-02 -6.25981316e-02  6.22478947e-02
  6.07701112e-03  9.27646644e-03  1.09378072e-02  3.85384336e-02
 -1.58287119e-02 -2.79263463e-02  2.55643367e-03  2.55974922e-02
 -4.51108925e-02  5.48846237e-02 -1.72997976e-03  2.54190387e-03
  1.04350047e-02 -3.51656936e-02 -9.97204334e-03  8.96561965e-02
  4.75599356e-02  4.02919836e-02 -1.03751734e-01 -1.18721038e-01
 -5.60500212e-02 -5.91567419e-02 -2.43041739e-02 -4.25034314e-02
 -7.22505823e-02  1.19678639e-02  1.03058740e-02  7.25670205e-03
 -2.21618693e-02  2.21516825e-02  7.21301213e-02 -1.11948494e-02
 -2.65615638e-02 -5.44884652e-02  3.40311714e-02  3.94279920e-02]","{'filename': 'aws.pdf', 'page_numbers': array([3]), 'title': 'Overview of Amazon Web Services: AWS Whitepaper'}"
